province,region,commune_id,commune_type,area_commune_km2,elevation_m,distance_to_urban_km,ndvi,road_density_km_per_km2,land_use_type,annual_rainfall_mm,nearest_market_km,census_population,census_density,n_microcensus_points,microcensus_total_persons,microcensus_total_households,microcensus_mean_density,has_microcensus_data,missing_mechanism,n_grid_cells_100m
Đồng Nai,dong_nam_bo,COM_0889,xa,68.7306,9.85,48.08,0.1165,3.5582,residential,2237.41,28.96,58950,857.71,40,51704,12212,759.28,1,observed,6873
Lào Cai,mien_nui_phia_bac,COM_0890,xa,23.1897,619.49,91.53,0.6957,3.7307,forest,2363.99,21.25,824,35.56,39,884,173,40.99,0,MNAR_high_density,2318
Gia Lai,tay_nguyen,COM_0891,xa,50.0703,1496.19,58.83,0.4292,1.3954,agricultural,1743.6,27.23,3432,68.55,39,3648,670,67.7,0,MNAR_high_density,5007
Quảng Ngãi,duyen_hai_mien_trung,COM_0892,phuong,8.3629,74.32,5.39,0.45,6.9626,residential,3135.03,0.6,3538,423.1,30,3169,831,410.9,0,MCAR,836
Gia Lai,tay_nguyen,COM_0893,xa,48.9878,411.95,27.4,0.1233,2.6197,mixed,2398.23,22.98,3865,78.91,10,4114,912,77.21,0,MNAR_high_density,4898
Thái Nguyên,mien_nui_phia_bac,COM_0894,phuong,8.8223,530.49,2.38,0.45,3.5208,agricultural,1857.79,1.28,1332,151.09,19,1230,223,131.88,1,observed,882
Quảng Ngãi,duyen_hai_mien_trung,COM_0895,xa,40.6825,409.21,23.5,0.6004,3.0916,residential,2382.06,43.52,12202,299.94,25,12487,3431,325.6,1,observed,4068
Cao Bằng,mien_nui_phia_bac,COM_0896,xa,32.6962,350.48,43.45,0.7854,1.192,forest,1820.01,1.36,2241,68.56,42,2507,657,82.96,0,MNAR_high_density,3269
Gia Lai,tay_nguyen,COM_0897,xa,44.1015,1275.86,17.63,0.7465,0.5354,forest,1700.4,4.88,3679,83.43,17,3400,866,80.69,0,MNAR_high_density,4410
Thanh Hóa,duyen_hai_mien_trung,COM_0898,xa,24.4426,766.74,33.98,0.3872,2.5133,mixed,2162.69,47.78,7564,309.5,29,7584,1795,340.36,0,MNAR_high_density,2444
Sơn La,mien_nui_phia_bac,COM_0899,xa,58.0904,1576.53,28.11,0.8008,0.5755,forest,1616.91,10.56,2861,49.26,43,2623,538,47.69,0,MNAR_high_density,5809
Cà Mau,dong_bang_song_cuu_long,COM_0900,xa,25.5601,9.2,73.29,0.1774,3.4825,forest,2387.88,26.55,5309,207.72,16,5882,1074,210.37,1,observed,2556
Lâm Đồng,tay_nguyen,COM_0901,thi_tran,26.7343,1253.11,12.68,0.2956,1.7368,agricultural,2048.15,9.6,6682,249.95,22,6164,1722,245.91,1,observed,2673
TP. Hồ Chí Minh,dong_nam_bo,COM_0902,xa,58.9852,24.16,16.21,0.7573,2.427,forest,1446.4,34.17,98390,1668.05,20,98900,28166,1702.47,0,MNAR_high_density,5898
Lạng Sơn,mien_nui_phia_bac,COM_0903,xa,70.9915,1181.26,68.84,0.7152,0.7636,forest,1747.64,32.54,4909,69.15,13,5247,1343,69.64,1,observed,7099
Bắc Ninh,dong_bang_song_hong,COM_0904,xa,40.5361,19.77,43.25,0.2234,2.1382,residential,1739.24,46.29,47734,1177.57,18,54673,13682,1234.36,1,observed,4053
Ninh Bình,dong_bang_song_hong,COM_0905,xa,25.5866,67.55,21.62,0.7118,1.4742,forest,2047.93,11.11,6181,241.58,20,5671,1146,236.59,0,MAR,2558
Nghệ An,duyen_hai_mien_trung,COM_0906,xa,28.2492,916.33,64.62,0.1254,2.0684,residential,1859.0,25.94,2491,88.2,16,2522,527,97.53,0,MAR,2824
Gia Lai,tay_nguyen,COM_0907,xa,60.946,404.89,24.55,0.3064,2.8238,agricultural,2197.96,26.13,5370,88.12,16,5210,1131,92.98,0,MNAR_high_density,6094
Lai Châu,mien_nui_phia_bac,COM_0908,xa,51.0564,682.5,66.61,0.5508,2.7398,agricultural,2525.48,18.16,1796,35.18,10,1703,350,30.75,0,MNAR_high_density,5105
Quảng Ngãi,duyen_hai_mien_trung,COM_0909,phuong,3.5762,561.58,6.24,0.406,6.314,mixed,2605.37,0.79,530,148.28,40,507,95,138.61,1,observed,357
Thanh Hóa,duyen_hai_mien_trung,COM_0910,xa,34.471,275.82,42.19,0.5424,0.9684,agricultural,1881.39,33.93,17764,515.35,12,20240,4147,598.0,1,observed,3447
TP. Hồ Chí Minh,dong_nam_bo,COM_0911,thi_tran,21.4219,39.67,9.3,0.84,2.8805,forest,1473.96,5.21,89736,4188.99,27,84908,16854,3743.41,1,observed,2142
Đắk Lắk,tay_nguyen,COM_0912,xa,26.6235,1136.1,27.42,0.1917,0.2055,agricultural,2194.25,8.71,3383,127.08,38,3107,590,108.27,1,observed,2662
Hải Phòng,dong_bang_song_hong,COM_0913,xa,30.1828,23.9,29.77,0.2228,1.0231,forest,1598.12,34.62,19292,639.18,45,18178,4621,625.02,1,observed,3018
Nghệ An,duyen_hai_mien_trung,COM_0914,xa,31.1423,735.82,10.51,0.5398,1.562,agricultural,1739.81,8.5,4870,156.41,11,5568,1371,171.89,0,MNAR_high_density,3114
Phú Thọ,mien_nui_phia_bac,COM_0915,xa,28.1471,517.27,29.23,0.6725,3.2346,forest,1686.2,10.42,9006,319.99,22,9033,2066,332.67,0,MNAR_high_density,2814
Hà Nội,dong_bang_song_hong,COM_0916,phuong,12.7592,31.58,7.7,0.3836,9.7656,agricultural,1667.03,1.05,70347,5513.47,34,74210,14873,6360.02,1,observed,1275
Vĩnh Long,dong_bang_song_cuu_long,COM_0917,xa,20.3487,6.47,32.52,0.3001,3.9006,residential,1819.46,47.52,9545,469.1,14,10897,2229,532.71,1,observed,2034
An Giang,dong_bang_song_cuu_long,COM_0918,xa,23.1966,7.5,80.55,0.4148,1.0178,forest,1614.34,40.96,7197,310.29,34,8001,1797,337.49,1,observed,2319
Nghệ An,duyen_hai_mien_trung,COM_0919,xa,76.9835,743.18,79.55,0.6606,0.9377,forest,1688.71,47.51,8414,109.3,25,7736,1867,103.4,0,MNAR_high_density,7698
Hà Nội,dong_bang_song_hong,COM_0920,phuong,8.7659,23.18,7.06,0.2307,7.3466,residential,1571.23,0.3,49564,5654.28,25,44931,10727,4712.33,1,observed,876
Quảng Ninh,dong_bang_song_hong,COM_0921,xa,55.2961,0.74,86.32,0.588,0.5601,forest,2301.94,38.16,13368,241.76,30,13650,3898,254.01,1,observed,5529
Hà Nội,dong_bang_song_hong,COM_0922,xa,55.2274,42.51,37.36,0.4991,2.1491,residential,1439.13,45.95,304459,5512.83,19,261057,48750,4677.98,1,observed,5522
Đắk Lắk,tay_nguyen,COM_0923,xa,57.2105,626.34,94.63,0.2399,0.6481,agricultural,1901.52,34.39,3926,68.64,15,3686,889,62.27,1,observed,5721
Thanh Hóa,duyen_hai_mien_trung,COM_0924,phuong,2.461,280.14,7.33,0.205,8.2958,mixed,1503.94,0.23,664,270.18,50,724,161,307.6,1,observed,246
Sơn La,mien_nui_phia_bac,COM_0925,xa,38.6832,676.02,87.59,0.8767,1.8614,forest,1661.62,3.33,1539,39.8,41,1645,391,46.51,0,MAR,3868
Sơn La,mien_nui_phia_bac,COM_0926,xa,72.4184,722.49,72.13,0.7107,1.2139,forest,1803.93,11.93,3116,43.03,47,3153,792,45.39,1,observed,7241
Phú Thọ,mien_nui_phia_bac,COM_0927,xa,34.7197,536.7,18.15,0.1434,2.8325,agricultural,1903.02,4.66,19339,557.01,42,17722,3780,462.02,0,MNAR_high_density,3471
Hải Phòng,dong_bang_song_hong,COM_0928,xa,48.0491,11.76,27.89,0.7014,1.2897,forest,1563.68,7.41,30172,627.96,39,27782,5527,627.93,1,observed,4804
Lào Cai,mien_nui_phia_bac,COM_0929,xa,27.9471,713.21,78.33,0.6004,2.1015,mixed,2591.51,20.41,1951,69.82,38,1988,440,74.36,1,observed,2794
Tây Ninh,dong_nam_bo,COM_0930,xa,69.3738,39.79,96.3,0.3142,1.2059,agricultural,1915.36,34.66,14032,202.28,10,12643,2997,169.35,1,observed,6937
Nghệ An,duyen_hai_mien_trung,COM_0931,xa,52.0624,402.08,15.38,0.5725,2.8172,agricultural,1724.82,29.09,7019,134.83,32,5977,1146,123.14,0,MNAR_high_density,5206
Lào Cai,mien_nui_phia_bac,COM_0932,xa,26.9962,2706.25,55.27,0.1489,1.2515,residential,1966.04,40.09,1556,57.67,8,1613,394,55.37,1,observed,2699
Đắk Lắk,tay_nguyen,COM_0933,phuong,4.5547,424.55,7.89,0.45,7.2764,residential,2135.65,1.35,507,111.33,45,500,120,109.48,1,observed,455
Cao Bằng,mien_nui_phia_bac,COM_0934,xa,74.4449,414.58,72.64,0.6823,3.6655,forest,1711.15,16.76,4593,61.71,33,4962,1229,67.85,1,observed,7444
Hà Nội,dong_bang_song_hong,COM_0935,xa,49.315,33.14,95.78,0.3292,3.703,residential,1533.12,32.06,61752,1252.2,37,70389,15001,1550.95,1,observed,4931
Tuyên Quang,mien_nui_phia_bac,COM_0936,xa,63.2948,481.32,83.76,0.2753,2.802,forest,1632.26,12.66,3984,62.95,11,3930,733,62.86,0,MAR,6329
Nghệ An,duyen_hai_mien_trung,COM_0937,xa,65.2491,845.99,38.03,0.149,2.6796,forest,1739.21,29.57,8990,137.79,47,9985,2119,153.27,0,MNAR_high_density,6524
Phú Thọ,mien_nui_phia_bac,COM_0938,xa,54.9809,160.87,71.49,0.6418,0.2888,mixed,1747.65,39.83,16278,296.07,42,17713,4146,291.48,1,observed,5498
Lạng Sơn,mien_nui_phia_bac,COM_0939,xa,70.6648,1002.65,16.99,0.1996,0.6309,mixed,1729.25,6.26,6090,86.19,6,6850,1553,88.85,1,observed,7066
Ninh Bình,dong_bang_song_hong,COM_0940,phuong,14.4262,78.46,7.52,0.45,3.7599,mixed,2015.45,1.19,15527,1076.37,39,16193,3373,1070.94,1,observed,1442
TP. Hồ Chí Minh,dong_nam_bo,COM_0941,xa,32.5163,46.13,58.81,0.4243,3.7711,agricultural,1753.83,6.32,45548,1400.8,48,48138,9419,1592.22,0,MAR,3251
Cà Mau,dong_bang_song_cuu_long,COM_0942,thi_tran,11.3677,7.99,5.49,0.1112,4.6061,agricultural,2549.43,16.86,4358,383.42,15,4161,831,400.01,0,MAR,1136
Quảng Trị,duyen_hai_mien_trung,COM_0943,xa,79.9204,439.06,61.09,0.7937,2.3778,forest,2552.75,12.63,7408,92.7,18,7790,2042,96.16,1,observed,7992
Lâm Đồng,tay_nguyen,COM_0944,xa,63.389,2153.17,82.41,0.3211,1.4895,mixed,2230.17,3.31,4129,65.14,30,4001,1107,63.34,0,MNAR_high_density,6338
Thanh Hóa,duyen_hai_mien_trung,COM_0945,xa,60.4187,222.17,5.23,0.3756,2.8339,agricultural,1719.17,23.74,22206,367.54,24,21344,3923,381.16,1,observed,6041
An Giang,dong_bang_song_cuu_long,COM_0946,xa,74.2508,7.94,33.81,0.8983,2.7632,forest,2145.05,1.27,50767,683.73,36,47336,9704,590.45,1,observed,7425
Thanh Hóa,duyen_hai_mien_trung,COM_0947,thi_tran,18.5375,791.69,3.61,0.3555,1.9464,agricultural,2184.78,5.33,7402,399.3,32,8467,2264,442.48,0,MCAR,1853
TP. Hồ Chí Minh,dong_nam_bo,COM_0948,xa,69.9397,42.23,64.95,0.5307,3.6603,forest,2105.94,49.8,90471,1293.57,43,81626,17101,1150.31,1,observed,6993
Cao Bằng,mien_nui_phia_bac,COM_0949,xa,62.5564,1254.85,42.1,0.5232,0.0599,agricultural,1684.65,13.51,2424,38.76,33,2362,590,38.04,0,MNAR_high_density,6255
Nghệ An,duyen_hai_mien_trung,COM_0950,xa,67.385,612.62,82.26,0.4234,3.445,forest,1401.38,24.9,5434,80.65,8,5809,1060,85.9,1,observed,6738
Đồng Nai,dong_nam_bo,COM_0951,xa,73.6191,76.05,87.11,0.1253,1.4216,mixed,2430.92,38.06,25325,344.01,24,23457,5292,328.87,1,observed,7361
Nghệ An,duyen_hai_mien_trung,COM_0952,xa,56.6266,295.39,73.79,0.2168,3.5844,residential,2090.79,25.39,6867,121.27,7,7587,1487,124.95,1,observed,5662
Đà Nẵng,duyen_hai_mien_trung,COM_0953,thi_tran,16.6824,188.54,16.19,0.3733,3.4205,agricultural,2025.48,0.53,17775,1065.51,40,17935,3852,1117.93,1,observed,1668
Bắc Ninh,dong_bang_song_hong,COM_0954,xa,20.7796,8.42,36.41,0.3194,3.2569,forest,1647.78,7.81,7903,380.34,21,8254,1847,392.4,0,MCAR,2077
Khánh Hòa,tay_nguyen,COM_0955,xa,40.5821,778.67,50.91,0.2424,3.8784,mixed,1548.58,18.06,6368,156.94,35,5988,1441,136.28,1,observed,4058
Quảng Ngãi,duyen_hai_mien_trung,COM_0956,xa,41.7364,115.36,81.45,0.1477,1.6492,forest,2740.62,26.39,3551,85.1,9,3204,798,72.71,1,observed,4173
Thanh Hóa,duyen_hai_mien_trung,COM_0957,xa,35.5575,226.7,37.11,0.5839,2.3551,agricultural,1706.42,41.49,7622,214.36,16,7791,1478,224.54,1,observed,3555
Đà Nẵng,duyen_hai_mien_trung,COM_0958,xa,70.6499,420.83,23.91,0.3149,2.4044,forest,2202.71,37.57,32322,457.5,48,35676,7186,508.07,1,observed,7064
Thanh Hóa,duyen_hai_mien_trung,COM_0959,xa,63.4684,453.87,43.14,0.6553,3.4335,forest,2278.74,27.72,11320,178.36,14,10088,2537,151.63,0,MAR,6346
Hà Nội,dong_bang_song_hong,COM_0960,phuong,13.9687,17.07,0.98,0.3739,8.3557,mixed,1650.5,3.99,55579,3978.86,18,47280,8617,3236.39,0,MAR,1396
Thanh Hóa,duyen_hai_mien_trung,COM_0961,xa,31.7225,755.39,38.84,0.4355,2.8091,agricultural,1940.12,32.84,19317,608.95,42,18849,4090,540.02,1,observed,3172
Nghệ An,duyen_hai_mien_trung,COM_0962,xa,76.6271,506.8,55.16,0.8851,1.4973,forest,2154.42,35.05,12631,164.84,11,10774,2958,143.28,1,observed,7662
TP. Hồ Chí Minh,dong_nam_bo,COM_0963,phuong,11.4388,10.21,7.9,0.45,3.4508,mixed,1769.43,2.76,149777,13093.77,9,136261,38349,11515.05,1,observed,1143
Gia Lai,tay_nguyen,COM_0964,xa,23.9002,1106.87,67.41,0.7708,1.3086,forest,1728.05,37.41,1639,68.58,22,1417,371,56.57,0,MNAR_high_density,2390
Cao Bằng,mien_nui_phia_bac,COM_0965,xa,25.0607,378.33,12.12,0.5719,3.2478,agricultural,1666.9,29.88,1702,67.93,16,1955,465,70.4,0,MNAR_high_density,2506
Hà Nội,dong_bang_song_hong,COM_0966,xa,65.8354,39.96,51.75,0.5797,3.7284,residential,1270.26,5.3,157189,2387.61,9,165263,39657,2710.24,1,observed,6583
Tuyên Quang,mien_nui_phia_bac,COM_0967,xa,37.8873,290.24,73.72,0.699,2.6814,forest,1642.65,45.75,2092,55.22,35,2345,437,63.08,0,MAR,3788
Thanh Hóa,duyen_hai_mien_trung,COM_0968,phuong,3.6543,399.97,7.59,0.45,2.1383,residential,2088.77,3.5,994,272.16,14,869,189,219.91,1,observed,365
Ninh Bình,dong_bang_song_hong,COM_0969,xa,44.6205,13.44,75.38,0.7278,0.5898,forest,1775.42,44.75,12072,270.56,6,11246,2544,235.98,1,observed,4462
Lạng Sơn,mien_nui_phia_bac,COM_0970,xa,46.662,542.32,40.49,0.2071,1.2229,residential,1456.74,9.2,3888,83.33,17,4355,939,87.62,0,MAR,4666
Cần Thơ,dong_bang_song_cuu_long,COM_0971,xa,78.9036,0.72,31.25,0.4334,2.3517,agricultural,2140.79,44.92,58103,736.39,14,57937,14135,705.5,1,observed,7890
Bắc Ninh,dong_bang_song_hong,COM_0972,xa,36.2552,14.67,8.54,0.7432,0.4507,forest,1454.37,28.7,11588,319.63,30,10099,2267,269.57,1,observed,3625
Phú Thọ,mien_nui_phia_bac,COM_0973,xa,46.0881,491.84,99.95,0.3793,1.0154,agricultural,1456.01,20.31,11394,247.23,16,10231,2060,204.48,1,observed,4608
Lâm Đồng,tay_nguyen,COM_0974,xa,74.6052,1147.33,85.38,0.1762,1.0198,agricultural,2458.67,21.2,7517,100.77,28,7352,1419,103.24,1,observed,7460
Điện Biên,mien_nui_phia_bac,COM_0975,xa,67.7994,1138.9,26.64,0.8948,0.1822,forest,2460.3,40.64,4166,61.45,48,4331,863,67.02,0,MNAR_high_density,6779
Thanh Hóa,duyen_hai_mien_trung,COM_0976,phuong,12.7603,754.52,8.64,0.3671,2.7482,residential,2342.84,3.31,9502,744.68,36,10328,2602,884.51,1,observed,1276
Lào Cai,mien_nui_phia_bac,COM_0977,thi_tran,29.3804,2414.55,20.84,0.3657,4.2182,residential,1953.96,4.31,1826,62.18,42,1636,427,55.44,1,observed,2938
Đắk Lắk,tay_nguyen,COM_0978,xa,20.0119,987.0,29.65,0.4302,1.7102,agricultural,2124.37,27.29,5167,258.2,22,5157,1204,274.63,0,MNAR_high_density,2001
Thái Nguyên,mien_nui_phia_bac,COM_0979,xa,59.0479,509.55,19.71,0.8085,1.5054,forest,1429.84,17.07,6370,107.89,26,7087,1375,128.66,1,observed,5904
Huế,duyen_hai_mien_trung,COM_0980,xa,31.7426,278.67,54.07,0.6889,0.2761,forest,2925.36,48.38,8984,283.03,16,8031,1814,235.67,1,observed,3174
Hưng Yên,dong_bang_song_hong,COM_0981,xa,29.3775,2.08,99.98,0.4643,3.4965,agricultural,1661.18,5.3,13271,451.77,20,12694,2881,424.85,1,observed,2937
Huế,duyen_hai_mien_trung,COM_0982,phuong,2.8513,359.26,3.36,0.45,4.2998,mixed,2692.47,2.35,3896,1366.55,42,3475,707,1137.89,1,observed,285
Đồng Nai,dong_nam_bo,COM_0983,phuong,8.3279,162.5,4.58,0.45,7.6442,residential,2026.3,3.66,8209,985.78,47,9137,2246,1039.0,0,MCAR,832
Hải Phòng,dong_bang_song_hong,COM_0984,xa,72.6007,15.82,75.75,0.7564,3.0099,forest,1572.71,6.77,29796,410.41,33,30534,7117,444.71,1,observed,7260
Phú Thọ,mien_nui_phia_bac,COM_0985,xa,41.5408,287.92,24.54,0.5427,2.8231,mixed,1430.96,48.69,23644,569.18,21,26309,6443,628.62,1,observed,4154
Hải Phòng,dong_bang_song_hong,COM_0986,xa,50.4916,13.1,99.51,0.489,1.9379,agricultural,1440.1,30.05,24636,487.94,38,28193,6352,602.68,1,observed,5049
Thanh Hóa,duyen_hai_mien_trung,COM_0987,thi_tran,18.2999,405.75,10.02,0.272,3.6643,residential,2339.76,11.83,7425,405.79,19,6850,1321,392.38,1,observed,1829
Tuyên Quang,mien_nui_phia_bac,COM_0988,xa,22.8865,931.51,42.19,0.7376,3.1466,forest,1762.89,31.51,736,32.16,50,665,126,28.74,1,observed,2288
Quảng Ninh,dong_bang_song_hong,COM_0989,xa,21.8126,244.75,21.76,0.1414,3.0357,agricultural,2072.53,13.11,17286,792.5,46,15746,3807,661.66,1,observed,2181
Thanh Hóa,duyen_hai_mien_trung,COM_0990,xa,32.1193,755.96,94.98,0.6329,3.4363,agricultural,2444.13,5.6,7773,242.02,20,7724,1948,262.22,1,observed,3211
Hưng Yên,dong_bang_song_hong,COM_0991,phuong,7.8826,16.85,3.58,0.45,9.8244,residential,1265.46,0.35,15613,1980.72,25,13695,3150,1886.82,1,observed,788
Hà Tĩnh,duyen_hai_mien_trung,COM_0992,phuong,6.4804,430.25,1.99,0.3787,7.5193,mixed,2318.51,4.79,1790,276.29,47,1652,318,259.37,1,observed,648
Hà Nội,dong_bang_song_hong,COM_0993,thi_tran,38.0782,6.87,28.85,0.7407,3.1716,forest,1669.57,16.0,88532,2325.02,7,91617,23842,2437.28,1,observed,3807
Quảng Ngãi,duyen_hai_mien_trung,COM_0994,xa,77.3254,42.23,89.9,0.1483,1.595,residential,3198.76,45.81,10792,139.57,21,10218,2884,136.27,1,observed,7732
Hà Nội,dong_bang_song_hong,COM_0995,phuong,9.8203,24.31,2.97,0.4349,8.0633,mixed,1536.73,1.99,43907,4471.11,31,44751,9220,4161.51,0,MNAR_high_density,982
Hải Phòng,dong_bang_song_hong,COM_0996,xa,37.39,16.63,64.08,0.5883,2.513,residential,1816.12,34.06,21882,585.26,7,19168,4859,506.6,1,observed,3739
Lạng Sơn,mien_nui_phia_bac,COM_0997,xa,39.8878,597.38,64.19,0.8384,3.947,forest,1591.02,35.3,2767,69.37,38,3159,604,76.09,1,observed,3988
TP. Hồ Chí Minh,dong_nam_bo,COM_0998,xa,52.1144,28.03,26.41,0.2636,3.2241,residential,1794.63,10.39,441079,8463.67,25,414540,80295,7295.47,1,observed,5211
Sơn La,mien_nui_phia_bac,COM_0999,xa,45.1034,1365.09,95.8,0.5308,1.0994,forest,1490.81,33.0,2881,63.88,35,3232,597,64.54,0,MNAR_high_density,4510
Hải Phòng,dong_bang_song_hong,COM_1000,xa,21.8536,11.89,94.79,0.1407,3.0113,agricultural,1919.97,37.56,13914,636.71,23,12852,3244,532.48,1,observed,2185
